60cabc9027a131004ccec663;;["60f6423e8947a20489a9605f","60f6423e8947a20489a96052"];Island Election Broken;Book Island Election Broken Powerless Tree Average Uncle Feel Mission Natural Puzzling Engine Aromatic Device Trusting Rotten Qualified Nerve Plant Outcome Ringed Response Role Fragrant Curly Property Lunch Worthless Jaded Vast Eat Landscape Quiet Noteworthy ;https://nftjapan.s3.ap-southeast-1.amazonaws.com/image/f0c37c95-af79-42d4-bd96-5888181031e8-AriumWeb20x9.004.png;https://nftjapan.s3.ap-southeast-1.amazonaws.com/image/346fa06b-c795-405d-b12c-63b8c21860d7-AriumWeb1x1.028.png;60cabc7c27a131004ccea628;60cabc8c27a131004ccec0bb;Wed Jul 21 2021 02:53:41 GMT+0700 (Indochina Time);7429812
60cabc9027a131004ccec664;;["60f6423e8947a20489a9605f","60f6423e8947a20489a96052"];Transition Foolhardy ;Judicious Scale Start Stand Selfish Carpet Natural Tradition Frizzy Growling Remove Smooth Cap Taste Humming Itchy Definite Red Soupy Wavy Sour Cable Message Cover ;https://nftjapan.s3.ap-southeast-1.amazonaws.com/image/7a688421-b94a-48ad-9431-ae618a13cd40-AriumWeb20x9.002.png;https://nftjapan.s3.ap-southeast-1.amazonaws.com/image/45ed8c91-c904-4c35-b57e-1e15a4dfa883-AriumWeb1x1.003.png;60cabc7c27a131004ccea628;60cabc8c27a131004ccec0bb;Tue Jul 20 2021 19:51:48 GMT+0700 (Indochina Time);91649
60cabc9027a131004ccec665;;["60f6423e8947a20489a9605f","60f6423e8947a20489a96052"];Surprised Legitimate ;Close Internal Representative Productive Sunny Crisp Upstairs Budget Gifted Recipe Unnatural Doting Squiggly Bubbly Shift Whopping Page Side Devil Arm Description Tepid Playful Whole Fee Keen Ordinary Witty Dream Harmful Sad Fuzzy Package Distribution Ask Name Favorite Discount Rush Serene French Focus Nimble Distant Curly Noisy Clean Slim Secret ;https://nftjapan.s3.ap-southeast-1.amazonaws.com/image/e84c4301-3e79-4813-ae80-4611552b4304-AriumWeb20x9.003.png;https://nftjapan.s3.ap-southeast-1.amazonaws.com/image/17a0393f-bbff-494a-bb7d-e32f36413ced-AriumWeb1x1.031.png;60cabc7c27a131004ccea628;60cabc8c27a131004ccec0bb;Wed Jul 21 2021 09:34:49 GMT+0700 (Indochina Time);4308
60cabc9027a131004ccec666;;["60f6423e8947a20489a9605f","60f6423e8947a20489a96052"];Wilted Oil ;Quizzical Pull Yearly Size Neck Lucky Superb Official Bountiful Gruesome Disguised Communication Junior Forsaken Periodic Vapid Black-and-white Rise High-level Belt Beautiful Disguised Key Burdensome Somber Recent Intelligent Mindless Dependent Pointed Eat Aged Gene Mortified Scheme Equipment Leadership Well-worn Grave Concept Flustered Silky White Testy Fond ;https://nftjapan.s3.ap-southeast-1.amazonaws.com/image/f0c37c95-af79-42d4-bd96-5888181031e8-AriumWeb20x9.004.png;https://nftjapan.s3.ap-southeast-1.amazonaws.com/image/7fa5fc19-e318-4c92-9478-1fc566b92e23-AriumWeb1x1.015.png;60cabc7c27a131004ccea628;60cabc8c27a131004ccec0bb;Mon Jul 19 2021 01:16:45 GMT+0700 (Indochina Time);5754283
60cabc9027a131004ccec667;;["60f6423e8947a20489a9605f","60f6423e8947a20489a96052"];Super Wish;Worrisome Super Wish Habit Signature Glum Thanks Explanation Burn Science Strange Knife Lawyer Adept Orange Punch Dim Impressionable Svelte Story Place Potato Limit Drawing Show Vital Ornery Afternoon Figure Horror Numb Outlandish Silent Team Bicycle Perfumed Alarmed Darling Hold Noisy Gripping Argument Difference Physical ;https://nftjapan.s3.ap-southeast-1.amazonaws.com/image/7a688421-b94a-48ad-9431-ae618a13cd40-AriumWeb20x9.002.png;https://nftjapan.s3.ap-southeast-1.amazonaws.com/image/346fa06b-c795-405d-b12c-63b8c21860d7-AriumWeb1x1.028.png;60cabc7c27a131004ccea628;60cabc8c27a131004ccec0bb;Mon Jul 19 2021 05:04:08 GMT+0700 (Indochina Time);98
60cabc9027a131004ccec668;;["60f6423e8947a20489a9605f","60f6423e8947a20489a96052"];Motor Abuse Pressure Yesterday ;Humming Possible Quick Big-hearted Starry Channel Knowledge Mature Claim Transportation Wicked Self-assured Untimely Population Forthright Soup Total Understanding Rural Page Multicolored Similar Tower Independent Mixture Knotty Meaning Wan Shower Birth Hall Insignificant Patient Coat Clue Version Pleasant Next Difficulty Brisk Careless ;https://nftjapan.s3.ap-southeast-1.amazonaws.com/image/e84c4301-3e79-4813-ae80-4611552b4304-AriumWeb20x9.003.png;https://nftjapan.s3.ap-southeast-1.amazonaws.com/image/45ed8c91-c904-4c35-b57e-1e15a4dfa883-AriumWeb1x1.003.png;60cabc7c27a131004ccea628;60cabc8c27a131004ccec0bb;Wed Jul 21 2021 18:49:12 GMT+0700 (Indochina Time);1747
60cabc9027a131004ccec669;;["60f6423e8947a20489a9605f","60f6423e8947a20489a96052"];Meal March ;Resolve Fatherly Fish Jagged Cheap Tedious Unsung Day Hurtful Comfortable Name Principle Unwritten Criticism Private Jovial Other Studio Trade Fortunate Respond Indelible Resolve Level Space Charity Routine Yellow Doting Odd Meeting Velvety Capital Aware Manager Memory ;https://nftjapan.s3.ap-southeast-1.amazonaws.com/image/f0c37c95-af79-42d4-bd96-5888181031e8-AriumWeb20x9.004.png;https://nftjapan.s3.ap-southeast-1.amazonaws.com/image/17a0393f-bbff-494a-bb7d-e32f36413ced-AriumWeb1x1.031.png;60cabc7c27a131004ccea628;60cabc8c27a131004ccec0bb;Wed Jul 21 2021 08:19:08 GMT+0700 (Indochina Time);981836
60cabc9027a131004ccec66a;;["60f6423e8947a20489a9605f","60f6423e8947a20489a96052"];Visible Serve ;Known Official Test Ecstatic Secret Needy Room Misty Volume Euphoric Active Chair Celebration Forked Diet Rectangular Region Draw Scaly Stunning Alive Piercing Soil Enchanting Wake Lavish Qualified Company Lean Unruly Insecure Composed Assumption Water Discount Convert Sky Half Dimwitted Pure Medium Breast Radiant Orange Print ;https://nftjapan.s3.ap-southeast-1.amazonaws.com/image/7a688421-b94a-48ad-9431-ae618a13cd40-AriumWeb20x9.002.png;https://nftjapan.s3.ap-southeast-1.amazonaws.com/image/7fa5fc19-e318-4c92-9478-1fc566b92e23-AriumWeb1x1.015.png;60cabc7c27a131004ccea628;60cabc8c27a131004ccec0bb;Tue Jul 20 2021 01:48:08 GMT+0700 (Indochina Time);6108
60cabc9027a131004ccec66b;;["60f6423e8947a20489a9605f","60f6423e8947a20489a96052"];Brick ;Exalted Anger Master Accurate Kiss Frivolous Press Affectionate Arm Technology Candidate Purpose Gas Flower Respond Procedure Slice Impartial Jealous Politics Some Pointed Screw Restaurant Unfortunate Equatorial Defensive Menacing Dangerous ;https://nftjapan.s3.ap-southeast-1.amazonaws.com/image/e84c4301-3e79-4813-ae80-4611552b4304-AriumWeb20x9.003.png;https://nftjapan.s3.ap-southeast-1.amazonaws.com/image/346fa06b-c795-405d-b12c-63b8c21860d7-AriumWeb1x1.028.png;60cabc7c27a131004ccea628;60cabc8c27a131004ccec0bb;Wed Jul 21 2021 16:23:40 GMT+0700 (Indochina Time);15128
60cabc9027a131004ccec66c;;["60f6423e8947a20489a9605f","60f6423e8947a20489a96052"];Shop ;Flawless Blue Prime Expression Scary Cuddly Determined Minor Infinite Sound Smart Artistic Partner Carefree Great Decisive Grounded Beer Speaker Icky Indelible Resolution Gap Nervous Being Upright ;https://nftjapan.s3.ap-southeast-1.amazonaws.com/image/f0c37c95-af79-42d4-bd96-5888181031e8-AriumWeb20x9.004.png;https://nftjapan.s3.ap-southeast-1.amazonaws.com/image/45ed8c91-c904-4c35-b57e-1e15a4dfa883-AriumWeb1x1.003.png;60cabc7c27a131004ccea628;60cabc8c27a131004ccec0bb;Mon Jul 19 2021 16:20:45 GMT+0700 (Indochina Time);3713369
