
135146;60cabc7f27a131004cceabb6;0x2f70b15429e710b21e0990b624aac970b4897b92d906add1205e2eb828654842;60cabc8f27a131004ccec542
195845;60cabc7f27a131004cceabb7;0x004ab2af0b8ee2a91425926b6fff58c29da4014c53aaa6032971e6fb3c1cafc9;60cabc8f27a131004ccec543
153161;60cabc7f27a131004cceabb8;0x6c1f9edea3280f6152d2497b995893c42e661a8e579dbde5468f794a286c801b;60cabc8f27a131004ccec544
109982;60cabc7f27a131004cceabb9;0xf2c368389ec2125b82f552f43fa0a602da8a5bcce7af5472e11b4eb1f937a3a7;60cabc8f27a131004ccec545
169864;60cabc7f27a131004cceabba;0x2f70b15429e710b21e0990b624aac970b4897b92d906add1205e2eb828654842;60cabc8f27a131004ccec546
129100;60cabc7f27a131004cceabbb;0x004ab2af0b8ee2a91425926b6fff58c29da4014c53aaa6032971e6fb3c1cafc9;60cabc8f27a131004ccec547
112353;60cabc7f27a131004cceabbc;0x6c1f9edea3280f6152d2497b995893c42e661a8e579dbde5468f794a286c801b;60cabc8f27a131004ccec548
160694;60cabc7f27a131004cceabbd;0xf2c368389ec2125b82f552f43fa0a602da8a5bcce7af5472e11b4eb1f937a3a7;60cabc8f27a131004ccec549
163169;60cabc7f27a131004cceabbe;0x2f70b15429e710b21e0990b624aac970b4897b92d906add1205e2eb828654842;60cabc8f27a131004ccec54a
102597;60cabc7f27a131004cceabbf;0x004ab2af0b8ee2a91425926b6fff58c29da4014c53aaa6032971e6fb3c1cafc9;60cabc8f27a131004ccec54b
108490;60cabc7f27a131004cceabc0;0x6c1f9edea3280f6152d2497b995893c42e661a8e579dbde5468f794a286c801b;60cabc8f27a131004ccec54c
133889;60cabc7f27a131004cceabc1;0xf2c368389ec2125b82f552f43fa0a602da8a5bcce7af5472e11b4eb1f937a3a7;60cabc8f27a131004ccec54d
134022;60cabc7f27a131004cceabc2;0x2f70b15429e710b21e0990b624aac970b4897b92d906add1205e2eb828654842;60cabc8f27a131004ccec54e
130065;60cabc7f27a131004cceabc3;0x004ab2af0b8ee2a91425926b6fff58c29da4014c53aaa6032971e6fb3c1cafc9;60cabc8f27a131004ccec54f
129929;60cabc7f27a131004cceabc4;0x6c1f9edea3280f6152d2497b995893c42e661a8e579dbde5468f794a286c801b;60cabc8f27a131004ccec550
175544;60cabc7f27a131004cceabc5;0xf2c368389ec2125b82f552f43fa0a602da8a5bcce7af5472e11b4eb1f937a3a7;60cabc8f27a131004ccec551
124883;60cabc7f27a131004cceabc6;0x2f70b15429e710b21e0990b624aac970b4897b92d906add1205e2eb828654842;60cabc8f27a131004ccec552
126126;60cabc7f27a131004cceabc7;0x004ab2af0b8ee2a91425926b6fff58c29da4014c53aaa6032971e6fb3c1cafc9;60cabc8f27a131004ccec553
123308;60cabc7f27a131004cceabc8;0x6c1f9edea3280f6152d2497b995893c42e661a8e579dbde5468f794a286c801b;60cabc8f27a131004ccec554
