
60cabc7f27a131004cceab41;["60cabc8727a131004cceb8b3","60cabc8727a131004cceb8b4","60cabc8827a131004cceb8b5","60cabc8827a131004cceb8b6","60cabc8827a131004cceb8b7","60cabc8827a131004cceb8b8","60cabc8827a131004cceb8b9","60cabc8827a131004cceb8ba","60cabc8827a131004cceb8bb"];["60f6423e8947a20489a9605f","60f6423e8947a20489a96052"];;Light Wealthy Awkward Spite Ice Angelic Pleasant Entry Only Bright Far-off Decisive Argument Formal Shock Acrobatic Thing Primary Previous Building Illustrious Reach Interest Park Efficiency Optimistic Boss Present Opportunity Cabinet Beat Lead Velvety Nonstop Forthright High Enraged Flawed Voice Double ;https://nftjapan.s3.ap-southeast-1.amazonaws.com/image/f0c37c95-af79-42d4-bd96-5888181031e8-AriumWeb20x9.004.png;https://nftjapan.s3.ap-southeast-1.amazonaws.com/image/346fa06b-c795-405d-b12c-63b8c21860d7-AriumWeb1x1.028.png;60cabc7c27a131004ccea5ed;60be2d9d6a90b5004d9d6a1b;Wed Jul 21 2021 23:45:23 GMT+0700 (Indochina Time)
60cabc7f27a131004cceab42;["60cabc8827a131004cceb8bc","60cabc8827a131004cceb8bd","60cabc8827a131004cceb8be","60cabc8827a131004cceb8bf","60cabc8827a131004cceb8c0","60cabc8827a131004cceb8c1","60cabc8827a131004cceb8c2","60cabc8827a131004cceb8c3","60cabc8827a131004cceb8c4","60cabc8827a131004cceb8c5"];["60f6423e8947a20489a9605f","60f6423e8947a20489a96053","60f6423e8947a20489a96052"];Importance Devoted Neglected ;Establishment Second Salary Nonstop Corny Thoughtful Peace Cross Altruistic Historian Frail Switch Inborn Welcome Rock Slide Print Wary Program Charity Colorful ;https://nftjapan.s3.ap-southeast-1.amazonaws.com/image/7a688421-b94a-48ad-9431-ae618a13cd40-AriumWeb20x9.002.png;https://nftjapan.s3.ap-southeast-1.amazonaws.com/image/45ed8c91-c904-4c35-b57e-1e15a4dfa883-AriumWeb1x1.003.png;60cabc7c27a131004ccea5ed;60be2d9d6a90b5004d9d6a1b;Wed Jul 21 2021 23:45:23 GMT+0700 (Indochina Time)
60cabc7f27a131004cceab43;["60cabc8827a131004cceb8c6","60cabc8827a131004cceb8c7","60cabc8827a131004cceb8c8","60cabc8827a131004cceb8c9","60cabc8827a131004cceb8ca","60cabc8827a131004cceb8cb","60cabc8827a131004cceb8cc","60cabc8827a131004cceb8cd","60cabc8827a131004cceb8ce","60cabc8827a131004cceb8cf"];["60f6423e8947a20489a96082","60f6423e8947a20489a96081"];Juicy Number ;Instructive Month Adolescent Sunny Proof Gifted Fight Minimum Burly Watery Education Dear Philosophy Roof Rural Remove Author Swift Wave Nervous ;https://nftjapan.s3.ap-southeast-1.amazonaws.com/image/e84c4301-3e79-4813-ae80-4611552b4304-AriumWeb20x9.003.png;https://nftjapan.s3.ap-southeast-1.amazonaws.com/image/17a0393f-bbff-494a-bb7d-e32f36413ced-AriumWeb1x1.031.png;60cabc7c27a131004ccea5ed;60be2d9d6a90b5004d9d6a1b;Wed Jul 21 2021 23:45:23 GMT+0700 (Indochina Time)
60cabc7f27a131004cceab44;["60cabc8827a131004cceb8d0","60cabc8827a131004cceb8d1","60cabc8827a131004cceb8d2","60cabc8827a131004cceb8d3","60cabc8827a131004cceb8d4","60cabc8827a131004cceb8d5","60cabc8827a131004cceb8d6","60cabc8827a131004cceb8d7","60cabc8827a131004cceb8d8","60cabc8827a131004cceb8d9"];["60f6423e8947a20489a96081"];Maintenance Future Nail Cream ;Speed Tender Bridge Deficient Beginning Pure Kick Divide Distorted Impression Office Professional Mountainous Somber Tone Dismal Educated Attack Stained Extraneous Lame Dearest Sell Tap Program Unused Disloyal Lavish Drama Specialist Hire Chilly ;https://nftjapan.s3.ap-southeast-1.amazonaws.com/image/f0c37c95-af79-42d4-bd96-5888181031e8-AriumWeb20x9.004.png;https://nftjapan.s3.ap-southeast-1.amazonaws.com/image/7fa5fc19-e318-4c92-9478-1fc566b92e23-AriumWeb1x1.015.png;60cabc7c27a131004ccea5ed;60be2d9d6a90b5004d9d6a1b;Wed Jul 21 2021 23:45:23 GMT+0700 (Indochina Time)
60cabc7f27a131004cceab45;["60cabc8827a131004cceb8da","60cabc8827a131004cceb8db","60cabc8827a131004cceb8dc","60cabc8827a131004cceb8dd","60cabc8827a131004cceb8de","60cabc8827a131004cceb8df","60cabc8827a131004cceb8e0","60cabc8827a131004cceb8e1","60cabc8827a131004cceb8e2","60cabc8827a131004cceb8e3"];["60f6423e8947a20489a9608f","60f6423e8947a20489a96081"];Careless ;Will Breakable Honey Tennis Inspection Wilted Milk Notable Curvy Bare Neck Raw Pair Leave Engine Needy Subdued Delectable Simplistic Steep Adorable Heart Slip Chart Raw Striped Sing Dead Animated Crushing Economics Frail Giving Visible Happy-go-lucky Scaly Pound Drafty Owner ;https://nftjapan.s3.ap-southeast-1.amazonaws.com/image/7a688421-b94a-48ad-9431-ae618a13cd40-AriumWeb20x9.002.png;https://nftjapan.s3.ap-southeast-1.amazonaws.com/image/346fa06b-c795-405d-b12c-63b8c21860d7-AriumWeb1x1.028.png;60cabc7c27a131004ccea5ed;60be2d9d6a90b5004d9d6a1b;Wed Jul 21 2021 23:45:23 GMT+0700 (Indochina Time)
60cabc7f27a131004cceab46;["60cabc8827a131004cceb8e4","60cabc8827a131004cceb8e5","60cabc8827a131004cceb8e6","60cabc8827a131004cceb8e7","60cabc8827a131004cceb8e8","60cabc8827a131004cceb8e9","60cabc8827a131004cceb8ea","60cabc8827a131004cceb8eb","60cabc8827a131004cceb8ec","60cabc8827a131004cceb8ed"];["60f6423e8947a20489a9607f","60f6423e8947a20489a96072"];Unwitting ;Chemistry Inside Fickle Hoarse Pool Conventional Overjoyed Twist Tennis Oval Writer Comfortable Relation Thorough International Politics Intention Return Impeccable Manager Day Opulent Combination Layer Search Application Intention Real Criminal Composed Tired Thing ;https://nftjapan.s3.ap-southeast-1.amazonaws.com/image/e84c4301-3e79-4813-ae80-4611552b4304-AriumWeb20x9.003.png;https://nftjapan.s3.ap-southeast-1.amazonaws.com/image/45ed8c91-c904-4c35-b57e-1e15a4dfa883-AriumWeb1x1.003.png;60cabc7c27a131004ccea5ed;60be2d9d6a90b5004d9d6a1b;Wed Jul 21 2021 23:45:23 GMT+0700 (Indochina Time)
60cabc7f27a131004cceab47;["60cabc8827a131004cceb8ee","60cabc8827a131004cceb8ef","60cabc8827a131004cceb8f0","60cabc8827a131004cceb8f1","60cabc8827a131004cceb8f2","60cabc8827a131004cceb8f3","60cabc8827a131004cceb8f4","60cabc8827a131004cceb8f5","60cabc8827a131004cceb8f6","60cabc8827a131004cceb8f7"];["60f6423e8947a20489a9607f","60f6423e8947a20489a9607e","60f6423e8947a20489a96071"];Golf Golden Jumpy ;Knowledge Selfish Crazy Cup Offbeat Horror Squiggly Anxious Board Pressure Potential Version Instruction Sky Offbeat Storage Disgusting Determined Transportation Wrathful Envious ;https://nftjapan.s3.ap-southeast-1.amazonaws.com/image/f0c37c95-af79-42d4-bd96-5888181031e8-AriumWeb20x9.004.png;https://nftjapan.s3.ap-southeast-1.amazonaws.com/image/17a0393f-bbff-494a-bb7d-e32f36413ced-AriumWeb1x1.031.png;60cabc7c27a131004ccea5ed;60be2d9d6a90b5004d9d6a1b;Wed Jul 21 2021 23:45:23 GMT+0700 (Indochina Time)
60cabc7f27a131004cceab48;["60cabc8827a131004cceb8f8","60cabc8827a131004cceb8f9","60cabc8827a131004cceb8fa","60cabc8827a131004cceb8fb","60cabc8827a131004cceb8fc","60cabc8827a131004cceb8fd","60cabc8827a131004cceb8fe","60cabc8827a131004cceb8ff","60cabc8827a131004cceb900","60cabc8827a131004cceb901"];["60f6423e8947a20489a9606e","60f6423e8947a20489a96061"];;Judicious Threadbare Reward Mortified Dependent Potential Funny Round Imperfect Insecure Limited Sandwich Staff Speed Super Tight Experienced Productive Law Deep Subtle Pure Cold Girlfriend Shoot Army ;https://nftjapan.s3.ap-southeast-1.amazonaws.com/image/7a688421-b94a-48ad-9431-ae618a13cd40-AriumWeb20x9.002.png;https://nftjapan.s3.ap-southeast-1.amazonaws.com/image/7fa5fc19-e318-4c92-9478-1fc566b92e23-AriumWeb1x1.015.png;60cabc7c27a131004ccea5ed;60be2d9d6a90b5004d9d6a1b;Wed Jul 21 2021 23:45:23 GMT+0700 (Indochina Time)
60cabc7f27a131004cceab49;["60cabc8827a131004cceb902","60cabc8827a131004cceb903","60cabc8827a131004cceb904","60cabc8827a131004cceb905","60cabc8827a131004cceb906","60cabc8827a131004cceb907","60cabc8827a131004cceb908","60cabc8827a131004cceb909","60cabc8827a131004cceb90a","60cabc8827a131004cceb90b"];["60f6423e8947a20489a9606f","60f6423e8947a20489a96061"];Candid ;Platform Boyfriend Bold Training Test Anger Which Masculine Pure Dental Smoggy Turbulent Net Shocking Ladder Sneaky Combination Computer Glistening Image Official Ethical Stock Unaware Designer Showy Script Energy Rubbery Arid Playful Light Sandy Culture Usual Horrible ;https://nftjapan.s3.ap-southeast-1.amazonaws.com/image/e84c4301-3e79-4813-ae80-4611552b4304-AriumWeb20x9.003.png;https://nftjapan.s3.ap-southeast-1.amazonaws.com/image/346fa06b-c795-405d-b12c-63b8c21860d7-AriumWeb1x1.028.png;60cabc7c27a131004ccea5ed;60be2d9d6a90b5004d9d6a1b;Wed Jul 21 2021 23:45:23 GMT+0700 (Indochina Time)
60cabc7f27a131004cceab4a;["60cabc8827a131004cceb90c","60cabc8827a131004cceb90d","60cabc8827a131004cceb90e","60cabc8827a131004cceb90f","60cabc8827a131004cceb910","60cabc8827a131004cceb911","60cabc8827a131004cceb912","60cabc8827a131004cceb913","60cabc8827a131004cceb914","60cabc8827a131004cceb915"];["60f6423e8947a20489a96071","60f6423e8947a20489a9607f","60f6423e8947a20489a9607e"];Raise ;Mode Descriptive Exam Separate Finished Letter Infinite Print Pair Finance Lumbering Distribution Serene Debt Homework Cigarette Bowed Incredible Aware Dish Kindly Rocky Candid Trash Vicious Milky Taut Worry Unit Magnificent Major Good-natured Truthful Short-term Contest Quirky High Fight Package Scary ;https://nftjapan.s3.ap-southeast-1.amazonaws.com/image/f0c37c95-af79-42d4-bd96-5888181031e8-AriumWeb20x9.004.png;https://nftjapan.s3.ap-southeast-1.amazonaws.com/image/45ed8c91-c904-4c35-b57e-1e15a4dfa883-AriumWeb1x1.003.png;60cabc7c27a131004ccea5ed;60be2d9d6a90b5004d9d6a1b;Wed Jul 21 2021 23:45:23 GMT+0700 (Indochina Time)
