60cabc7827a131004ccea1a1;["60cabc7827a131004ccea1bf","60cabc7827a131004ccea1c0","60cabc7827a131004ccea1c1","60cabc7827a131004ccea1c2","60cabc7827a131004ccea1c3","60cabc7827a131004ccea1c4","60cabc7827a131004ccea1c5","60cabc7827a131004ccea1c6","60cabc7827a131004ccea1c7","60cabc7827a131004ccea1c8","60cabc7827a131004ccea1c9","60cabc7827a131004ccea1ca","60cabc7827a131004ccea1cb","60cabc7827a131004ccea1cc","60cabc7827a131004ccea1cd","60cabc7827a131004ccea1ce","60cabc7827a131004ccea1cf","60cabc7827a131004ccea1d0","60cabc7827a131004ccea1d1","60cabc7827a131004ccea1d2"];["60f6423e8947a20489a96052","60f6423e8947a20489a9605e","60f6423e8947a20489a96051"];To Kill a Mockingbird;This book cover is one of many given to Harper Lee's classic work To Kill a Mockingbird (1960). The novel won a Pulitzer Prize in 1961 and the next year was made into an Academy Award-winning film.;https://nftjapan.s3.ap-southeast-1.amazonaws.com/image/f0c37c95-af79-42d4-bd96-5888181031e8-AriumWeb20x9.004.png;https://nftjapan.s3.ap-southeast-1.amazonaws.com/image/346fa06b-c795-405d-b12c-63b8c21860d7-AriumWeb1x1.028.png;60a37171dbb59f004e5a2f4e;60be2d9d6a90b5004d9d6a1b
60cabc7827a131004ccea1a2;["60cabc7827a131004ccea1d3","60cabc7827a131004ccea1d4","60cabc7827a131004ccea1d5","60cabc7827a131004ccea1d6","60cabc7827a131004ccea1d7","60cabc7827a131004ccea1d8","60cabc7827a131004ccea1d9","60cabc7827a131004ccea1da","60cabc7827a131004ccea1db","60cabc7827a131004ccea1dc","60cabc7827a131004ccea1dd","60cabc7827a131004ccea1de","60cabc7827a131004ccea1df","60cabc7827a131004ccea1e0","60cabc7827a131004ccea1e1","60cabc7827a131004ccea1e2","60cabc7827a131004ccea1e3","60cabc7827a131004ccea1e4","60cabc7827a131004ccea1e5","60cabc7827a131004ccea1e6"];["60f6423e8947a20489a9607f","60f6423e8947a20489a9607e","60f6423e8947a20489a96071"];The Great Gatsby;F. Scott Fitzgerald’s The Great Gatsby is distinguished as one of the greatest texts for introducing students to the art of reading literature critically (which means you may have read it in school).;https://nftjapan.s3.ap-southeast-1.amazonaws.com/image/7a688421-b94a-48ad-9431-ae618a13cd40-AriumWeb20x9.002.png;https://nftjapan.s3.ap-southeast-1.amazonaws.com/image/45ed8c91-c904-4c35-b57e-1e15a4dfa883-AriumWeb1x1.003.png;60a37171dbb59f004e5a2f4e;60be2d9d6a90b5004d9d6a1b
60cabc7827a131004ccea1a3;["60cabc7827a131004ccea1e7","60cabc7827a131004ccea1e8","60cabc7827a131004ccea1e9","60cabc7827a131004ccea1ea","60cabc7827a131004ccea1eb","60cabc7827a131004ccea1ec","60cabc7827a131004ccea1ed","60cabc7827a131004ccea1ee","60cabc7827a131004ccea1ef","60cabc7827a131004ccea1f0","60cabc7827a131004ccea1f1","60cabc7827a131004ccea1f2","60cabc7827a131004ccea1f3","60cabc7827a131004ccea1f4","60cabc7827a131004ccea1f5","60cabc7827a131004ccea1f6","60cabc7827a131004ccea1f7","60cabc7827a131004ccea1f8","60cabc7827a131004ccea1f9","60cabc7827a131004ccea1fa"];["60f6423e8947a20489a96071","60f6423e8947a20489a96072"];One Hundred Years of Solitude;The late Colombian author Gabriel García Márquez published his most-famous work, One Hundred Years of Solitude, in 1967.;https://nftjapan.s3.ap-southeast-1.amazonaws.com/image/e84c4301-3e79-4813-ae80-4611552b4304-AriumWeb20x9.003.png;https://nftjapan.s3.ap-southeast-1.amazonaws.com/image/17a0393f-bbff-494a-bb7d-e32f36413ced-AriumWeb1x1.031.png;60a37171dbb59f004e5a2f4e;60be2d9d6a90b5004d9d6a1b
60cabc7827a131004ccea1a4;["60cabc7827a131004ccea1fb","60cabc7827a131004ccea1fc","60cabc7827a131004ccea1fd","60cabc7827a131004ccea1fe","60cabc7827a131004ccea1ff","60cabc7927a131004ccea200","60cabc7927a131004ccea201","60cabc7927a131004ccea202","60cabc7927a131004ccea203","60cabc7927a131004ccea204","60cabc7927a131004ccea205","60cabc7927a131004ccea206","60cabc7927a131004ccea207","60cabc7927a131004ccea208","60cabc7927a131004ccea209","60cabc7927a131004ccea20a","60cabc7927a131004ccea20b","60cabc7927a131004ccea20c","60cabc7927a131004ccea20d","60cabc7927a131004ccea20e"];["60f6423e8947a20489a9606e","60f6423e8947a20489a96061","60f6423e8947a20489a9606f"];A Passage to India;E.M. Forster wrote his novel A Passage to India after multiple trips to the country throughout his early life.;https://nftjapan.s3.ap-southeast-1.amazonaws.com/image/f0c37c95-af79-42d4-bd96-5888181031e8-AriumWeb20x9.004.png;https://nftjapan.s3.ap-southeast-1.amazonaws.com/image/7fa5fc19-e318-4c92-9478-1fc566b92e23-AriumWeb1x1.015.png;60a37171dbb59f004e5a2f4e;60be2d9d6a90b5004d9d6a1b
60cabc7827a131004ccea1a5;["60cabc7927a131004ccea20f","60cabc7927a131004ccea210","60cabc7927a131004ccea211","60cabc7927a131004ccea212","60cabc7927a131004ccea213","60cabc7927a131004ccea214","60cabc7927a131004ccea215","60cabc7927a131004ccea216","60cabc7927a131004ccea217","60cabc7927a131004ccea218","60cabc7927a131004ccea219","60cabc7927a131004ccea21a","60cabc7927a131004ccea21b","60cabc7927a131004ccea21c","60cabc7927a131004ccea21d","60cabc7927a131004ccea21e","60cabc7927a131004ccea21f","60cabc7927a131004ccea220","60cabc7927a131004ccea221","60cabc7927a131004ccea222"];["60f6423e8947a20489a96061"];Invisible Man;Often confused with H.G. Wells’s science-fiction novella of nearly the same name (just subtract a “The”), Ralph Ellison’s Invisible Man is a groundbreaking novel in the expression of identity for the African American male.;https://nftjapan.s3.ap-southeast-1.amazonaws.com/image/7a688421-b94a-48ad-9431-ae618a13cd40-AriumWeb20x9.002.png;https://nftjapan.s3.ap-southeast-1.amazonaws.com/image/346fa06b-c795-405d-b12c-63b8c21860d7-AriumWeb1x1.028.png;60a37171dbb59f004e5a2f4e;60be2d9d6a90b5004d9d6a1b
60cabc7827a131004ccea1a6;["60cabc7927a131004ccea223","60cabc7927a131004ccea224","60cabc7927a131004ccea225","60cabc7927a131004ccea226","60cabc7927a131004ccea227","60cabc7927a131004ccea228","60cabc7927a131004ccea229","60cabc7927a131004ccea22a","60cabc7927a131004ccea22b","60cabc7927a131004ccea22c","60cabc7927a131004ccea22d","60cabc7927a131004ccea22e","60cabc7927a131004ccea22f","60cabc7927a131004ccea230","60cabc7927a131004ccea231","60cabc7927a131004ccea232","60cabc7927a131004ccea233","60cabc7927a131004ccea234","60cabc7927a131004ccea235","60cabc7927a131004ccea236"];["60f6423e8947a20489a9608e","60f6423e8947a20489a96081","60f6423e8947a20489a96083"];Don Quixote;Miguel de Cervantes’s Don Quixote, perhaps the most influential and well-known work of Spanish literature, was first published in full in 1615.;https://nftjapan.s3.ap-southeast-1.amazonaws.com/image/e84c4301-3e79-4813-ae80-4611552b4304-AriumWeb20x9.003.png;https://nftjapan.s3.ap-southeast-1.amazonaws.com/image/45ed8c91-c904-4c35-b57e-1e15a4dfa883-AriumWeb1x1.003.png;60a37171dbb59f004e5a2f4e;60be2d9d6a90b5004d9d6a1b
60cabc7827a131004ccea1a7;["60cabc7927a131004ccea237","60cabc7927a131004ccea238","60cabc7927a131004ccea239","60cabc7927a131004ccea23a","60cabc7927a131004ccea23b","60cabc7927a131004ccea23c","60cabc7927a131004ccea23d","60cabc7927a131004ccea23e","60cabc7927a131004ccea23f","60cabc7927a131004ccea240","60cabc7927a131004ccea241","60cabc7927a131004ccea242","60cabc7927a131004ccea243","60cabc7927a131004ccea244","60cabc7927a131004ccea245","60cabc7927a131004ccea246","60cabc7927a131004ccea247","60cabc7927a131004ccea248","60cabc7927a131004ccea249","60cabc7927a131004ccea24a"];["60f6423e8947a20489a96055","60f6423e8947a20489a9605f","60f6423e8947a20489a96053"];Beloved;Toni Morrison’s 1987 spiritual and haunting novel Beloved tells the story of an escaped slave named Sethe who has fled to Cincinnati, Ohio, in the year 1873.;https://nftjapan.s3.ap-southeast-1.amazonaws.com/image/f0c37c95-af79-42d4-bd96-5888181031e8-AriumWeb20x9.004.png;https://nftjapan.s3.ap-southeast-1.amazonaws.com/image/17a0393f-bbff-494a-bb7d-e32f36413ced-AriumWeb1x1.031.png;60a37171dbb59f004e5a2f4e;60be2d9d6a90b5004d9d6a1b
60cabc7827a131004ccea1a8;["60cabc7927a131004ccea24b","60cabc7927a131004ccea24c","60cabc7927a131004ccea24d","60cabc7927a131004ccea24e","60cabc7927a131004ccea24f","60cabc7927a131004ccea250","60cabc7927a131004ccea251","60cabc7927a131004ccea252","60cabc7927a131004ccea253","60cabc7927a131004ccea254","60cabc7927a131004ccea255","60cabc7927a131004ccea256","60cabc7927a131004ccea257","60cabc7927a131004ccea258","60cabc7927a131004ccea259","60cabc7927a131004ccea25a","60cabc7927a131004ccea25b","60cabc7927a131004ccea25c","60cabc7927a131004ccea25d","60cabc7927a131004ccea25e"];["60f6423e8947a20489a9607e","60f6423e8947a20489a96071","60f6423e8947a20489a9607f"];Mrs. Dalloway;Possibly the most idiosyncratic novel of this list, Virginia Woolf’s Mrs. Dalloway describes exactly one day in the life of a British socialite named Clarissa Dalloway.;https://nftjapan.s3.ap-southeast-1.amazonaws.com/image/7a688421-b94a-48ad-9431-ae618a13cd40-AriumWeb20x9.002.png;https://nftjapan.s3.ap-southeast-1.amazonaws.com/image/7fa5fc19-e318-4c92-9478-1fc566b92e23-AriumWeb1x1.015.png;60a37171dbb59f004e5a2f4e;60be2d9d6a90b5004d9d6a1b
60cabc7827a131004ccea1a9;["60cabc7927a131004ccea25f","60cabc7927a131004ccea260","60cabc7927a131004ccea261","60cabc7927a131004ccea262","60cabc7927a131004ccea263","60cabc7927a131004ccea264","60cabc7927a131004ccea265","60cabc7927a131004ccea266","60cabc7927a131004ccea267","60cabc7927a131004ccea268","60cabc7927a131004ccea269","60cabc7927a131004ccea26a","60cabc7927a131004ccea26b","60cabc7927a131004ccea26c","60cabc7927a131004ccea26d","60cabc7927a131004ccea26e","60cabc7927a131004ccea26f","60cabc7927a131004ccea270","60cabc7927a131004ccea271","60cabc7927a131004ccea272"];["60f6423e8947a20489a9607e"];Things Fall Apart;The Western canon of “great literature” often focuses on writers who come from North America or Europe and often ignores accomplished writers and amazing works of literature from other parts of the world.;https://nftjapan.s3.ap-southeast-1.amazonaws.com/image/e84c4301-3e79-4813-ae80-4611552b4304-AriumWeb20x9.003.png;https://nftjapan.s3.ap-southeast-1.amazonaws.com/image/346fa06b-c795-405d-b12c-63b8c21860d7-AriumWeb1x1.028.png;60a37171dbb59f004e5a2f4e;60be2d9d6a90b5004d9d6a1b
60cabc7827a131004ccea1aa;["60cabc7927a131004ccea273","60cabc7927a131004ccea274","60cabc7927a131004ccea275","60cabc7927a131004ccea276","60cabc7927a131004ccea277","60cabc7927a131004ccea278","60cabc7927a131004ccea279","60cabc7927a131004ccea27a","60cabc7927a131004ccea27b","60cabc7927a131004ccea27c","60cabc7927a131004ccea27d","60cabc7927a131004ccea27e","60cabc7927a131004ccea27f","60cabc7927a131004ccea280","60cabc7927a131004ccea281","60cabc7927a131004ccea282","60cabc7927a131004ccea283","60cabc7927a131004ccea284","60cabc7927a131004ccea285","60cabc7927a131004ccea286"];["60f6423e8947a20489a9608e"];Jane Eyre;Charlotte Brontë’s Jane Eyre, another novel often assigned for reading in school, was initially published in 1847 under the pseudonym Currer Bell to disguise the fact that the writer was a woman.;https://nftjapan.s3.ap-southeast-1.amazonaws.com/image/f0c37c95-af79-42d4-bd96-5888181031e8-AriumWeb20x9.004.png;https://nftjapan.s3.ap-southeast-1.amazonaws.com/image/45ed8c91-c904-4c35-b57e-1e15a4dfa883-AriumWeb1x1.003.png;60a37171dbb59f004e5a2f4e;60be2d9d6a90b5004d9d6a1b
